LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os01g53160	Os.55598.1.S1_at	OFP	Salinity;Drought	--	--	1.1184348	-1.3702581	1.9966166	1.9966166	1.4639429	1.4639429	2.0188165	-1.2717835	2.1371090	-1.8420687	-1.1834254	1.7135321	-7.0320940	-1.9043690	-4.6333570	-3.1254056	-5.6426900	-3.8981980
LOC_Os04g48510	Os.57111.1.S1_at	GRF	--	--	--	1.0098001	1.0261670	-1.0009897	-1.0009897	-1.0019876	-1.0019876	-1.0045466	-1.0360596	-1.0054337	1.0098605	-1.0022542	-1.0056729	-1.0133289	-1.0018233	-1.0047227	1.0057213	1.0013430	-1.0119904
LOC_Os01g64590	Os.12398.1.A1_at	C2C2-Dof	Drought	--	--	1.0460970	1.0078298	-1.0010521	-1.0010521	-1.0011201	-1.0011201	-1.0012704	-1.0545075	-1.0022331	1.0079190	-1.0070568	1.0001712	-1.0299103	-1.0281495	-1.0412962	-1.0035336	1.0044801	-6.9360940
LOC_Os07g44690	Os.50643.2.S1_x_at	HSF	Salinity;Drought	--	--	-1.1931164	-1.8407693	2.4249673	2.4249673	1.7858545	1.7858545	1.5019773	-1.0325778	1.3273377	1.0830692	-1.0618378	-1.0179403	1.3511030	-1.0427309	1.2793186	-2.1214752	-1.9372723	-2.0306704
LOC_Os04g50770	Os.49848.1.S1_at	MYB	Salinity;Drought	--	--	-3.2628624	-2.4669980	1.2867163	1.2867163	-1.1633217	-1.1633217	-1.4405639	1.0812331	-1.0204843	9.0203440	2.4492466	5.3797260	1.3731228	6.1283026	-12.4052430	-2.1096835	-14.1440310	-3.9460835
LOC_Os03g53050	Os.27274.1.S1_at	WRKY	Drought	--	--	-1.1575834	1.4112238	-1.1237284	-1.1237284	1.0209686	1.0209686	1.0330487	-1.0363853	1.2139323	2.3168660	1.3189733	-1.0145183	1.0819280	-3.6775582	2.3027434	-1.1847198	1.6026772	1.9612805
LOC_Os05g05780	Os.2916.1.S1_at	SNF2	Salinity;Drought	--	--	-1.0165075	1.0160482	-1.2861240	-1.2861240	1.0582421	1.0582421	1.0040252	2.7387035	1.3135360	-1.0024998	1.1902053	-1.2231331	1.9121107	2.6202562	1.3621075	1.0976235	1.0150692	1.1026835
LOC_Os11g05780	OsAffx.19517.2.S1_at	OFP	Salinity	--	--	-1.1236485	-1.2310277	-1.6651846	-1.6651846	-1.8566769	-1.8566769	-1.1729425	1.3423429	-2.3663318	1.1989979	-1.2097896	-1.1992469	-1.3761841	-1.9411001	-1.7657994	-1.9737047	-1.3854780	-1.2802043
LOC_Os04g08600	OsAffx.3750.1.S1_at	C2H2	--	--	--	-1.0089767	1.0015107	-1.0005813	-1.0005813	1.0013030	1.0013030	-1.0014964	-1.0436000	-1.0025228	1.0048207	-1.0022049	-1.0026532	-1.0077937	1.0004758	-1.0157864	1.0098485	1.0057571	1.0043905
LOC_Os12g02440	Os.14882.1.S1_at	WRKY	Salinity;Drought	--	FT919699;AG206761	-1.3599346	-1.5951884	1.6695303	1.6695303	1.6057618	1.6057618	1.5948088	2.2573156	1.3739955	1.1101020	1.8561088	-1.2014929	-1.1493146	-5.8880563	-1.8334116	3.5482037	1.0869964	2.9457865
LOC_Os01g72330	Os.15908.1.S1_s_at	Orphans	Salinity;Drought	--	--	-1.4418372	-2.5695376	1.0225537	1.0225537	1.0084735	1.0084735	-1.0040482	-2.6590867	1.4923404	-1.4921588	-3.1773890	-1.9367758	-25.6429620	-6.3957467	-2.0406516	-1.7780298	-1.6158428	-1.2550032
LOC_Os01g67770	Os.49428.1.S1_at	ARR-B	Drought	FT907013;FT906235;FT924807;FT924774;FT905652;FT905532;FT899966;FT930459;FT907393;AB157431;AB157376;AG023402;AG022529;CU316702;CU323189;CU319507;CU322855;CU315517;CU325506;CU325450;CU317425;CU325278;CU320496;CU320135	--	-1.5567933	1.5937362	-1.1650700	-1.1650700	-1.1898164	-1.1898164	-1.0161716	1.1023753	1.3283739	1.8166020	-1.0417666	1.2870244	1.2100873	-2.3433480	1.8433157	-1.4333441	1.8246799	3.1519241
LOC_Os12g39640	Os.47453.1.A1_at	G2-like	Salinity;Drought	--	--	1.7704861	-4.0300460	1.1324604	1.1324604	1.2726692	1.2726692	1.0853114	3.8457124	1.3997619	-2.2985327	-1.2895591	-1.2432932	-1.4876782	3.1600068	-1.2042531	-1.8046302	-1.4970857	1.0265425
LOC_Os01g60960	Os.42531.1.S1_at	LOB	Drought	--	--	1.0839200	1.0538403	1.1831706	1.1831706	1.2306082	1.2306082	1.5097070	-1.1040432	-1.3525965	-2.0485425	-1.1109877	1.0829918	1.0450447	-1.0801926	1.0131168	-1.1589669	-1.5622958	-2.3106370
LOC_Os07g43420	Os.24983.1.S1_at	MYB	Salinity;Drought	--	--	-1.2114865	-1.2771580	1.1016167	1.1016167	-1.0450090	-1.0450090	1.0276920	3.5069015	1.1408986	-1.4717692	-1.0107869	1.4290030	-1.0005238	2.4814062	1.3779224	1.1406054	1.3843342	-1.3709910
LOC_Os12g02420	Os.33990.1.S1_at	WRKY	Drought	--	--	1.4700996	-1.1565878	-1.6699257	-1.6699257	-1.0477406	-1.0477406	-1.0370487	1.7705145	-1.4879274	-2.1062636	1.2204243	1.1636056	5.7813750	9.6706830	4.3759940	-2.1549750	-2.2518601	1.2202916
LOC_Os01g14440	OsAffx.11050.2.S1_x_at	WRKY	Salinity;Drought	--	--	7.3155866	1.6159343	-1.6575614	-1.6575614	-1.0630500	-1.0630500	1.3339470	4.5581410	-1.4090005	-12.1455560	-2.2664948	-1.7611431	5.3514795	5.8130860	4.4567930	-1.5211080	-1.0199763	3.2567651
LOC_Os01g57580	OsAffx.27283.2.S1_at	bHLH	Drought	--	--	-1.2871065	1.2617562	-1.0879694	-1.0879694	-1.0558529	-1.0558529	-1.2442619	-1.6235231	1.1047363	1.6703258	-2.3879294	-4.2977147	1.4004734	-2.2998793	-1.3776631	-2.0316157	-1.1132752	-1.2137997
LOC_Os06g08140	Os.17303.1.S1_at	DBP	Salinity;Drought	--	--	-1.5358635	-3.5914361	-1.1135787	-1.1135787	-1.2054337	-1.2054337	-1.2554519	1.5616026	-1.2600648	2.1525152	-1.6810561	-1.3161196	-2.0108132	-2.7743900	-1.7440306	-1.6314797	-2.4325936	-3.6795400
LOC_Os03g10770	OsAffx.3192.1.S1_at	bHLH	--	--	--	-1.0079443	1.0299807	1.0946485	1.0946485	1.0198959	1.0198959	-1.0371251	-1.0591820	-1.0075455	1.0109112	-1.0017745	-1.0421460	-1.0154386	-1.0094074	-1.0039500	1.0156988	1.0280224	1.0034004
LOC_Os01g07480	Os.18280.1.S1_at	LOB	Drought	CU316000	FT907078;AG205740;AG023183	-1.5898296	1.1208185	1.1905595	1.1905595	1.0561710	1.0561710	1.0051017	-1.1769264	1.2361310	3.0097213	-1.0268257	1.0107690	1.0653397	1.0101820	-1.0164110	-1.1406983	-1.0150844	-1.7361653
LOC_Os09g22540	Os.50915.1.S1_at	Jumonji	Drought	--	--	1.0058497	1.0634158	-1.1629027	-1.1629027	-1.2674495	-1.2674495	1.0745542	-1.0398105	1.4558356	-1.0449432	1.2799282	1.0475134	2.4273167	1.1479902	1.8572460	-1.2068598	1.0472710	2.0460727
LOC_Os01g14420	Os.1779.1.S1_at	RWP-RK	Salinity;Drought	FT923447;FT923377;AB156200	--	1.4266157	-1.2847456	1.0197089	1.0197089	1.1902902	1.1902902	1.0692748	3.1524556	1.0532998	-2.0189583	1.7441506	1.7556515	2.2507064	3.0131817	1.4405128	1.8998039	1.2736973	1.0825753
LOC_Os10g18099	OsAffx.30442.1.S1_at	WRKY	Drought	CU315127	--	-1.0655268	-1.1232307	1.8226473	1.8226473	1.7847824	1.7847824	1.3268337	-1.8126607	1.6931679	-1.0300504	1.0393876	-1.0052487	1.0460688	1.1671593	-1.0162313	-35.1620370	-145.2548700	1.0140567
LOC_Os06g05350	OsAffx.11538.2.S1_at	PBF-2-like	Drought	--	FT880299;FT931580;FT873732;FT873706;FT873252	1.0001430	-1.0451983	1.0457373	1.0457373	1.1783460	1.1783460	1.0633441	-1.5393661	1.2625929	-1.1473677	1.3840195	3.1099985	-1.2688054	1.0289146	-1.1335268	11.6513920	1.0262507	2.7511760
LOC_Os02g43970	Os.50639.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	4.0431740	1.2190273	1.5361208	1.5361208	1.0228568	1.0228568	2.5117853	4.5773660	-1.4999774	-3.8218217	1.0486858	1.0645211	-1.1279346	-1.3566380	-2.8424760	-1.9332992	-1.3981051	-2.1768916
LOC_Os06g40960	Os.49270.1.S1_at	C2H2	Salinity;Drought	--	--	1.0042098	-4.4558680	1.0279858	1.0279858	-1.0486252	-1.0486252	-1.0032595	-1.3148807	-1.0056562	-1.0438547	-1.1809493	-1.4836450	1.0177575	3.2338524	1.5446790	1.0107614	1.0226997	-3.4552622
LOC_Os05g46860	OsAffx.15132.1.S1_at	FHA	Salinity;Drought	--	--	-1.3454865	2.1849148	1.1432705	1.1432705	-1.1571958	-1.1571958	1.0623187	2.2074876	1.0325690	1.1860013	2.3500001	1.8901684	1.6082727	2.0692065	1.2523332	3.6645746	2.5577886	3.3722960
LOC_Os05g51690	Os.48625.1.A1_s_at	Orphans	Salinity;Drought	FT927486;FT927403;FT927327;FT927299;FT927297;FT927263;FT927527;FT889966;FT889958;FT889931;FT889874;FT889843;FT889815;FT889744;AB157756;AG024807	--	1.8027357	1.5333391	1.4108120	1.4108120	1.2113699	1.2113699	1.2194716	-1.2680237	2.1166700	-1.8252875	-1.1713371	1.9097316	1.5934170	1.1605656	3.3848033	-1.7758498	-1.0826244	1.8064850
LOC_Os10g20990	OsAffx.28576.3.S1_at	MYB	--	--	--	-1.0086172	1.1309133	1.0327381	1.0327381	-1.0166014	-1.0166014	1.0797733	1.1099228	-1.0651251	-1.0308827	1.0634143	1.0242381	-1.1480378	-1.0202965	-1.4842932	1.0608627	1.0816321	-1.0796005
LOC_Os10g33940	Os.3105.1.S1_at	ARF	Drought	--	--	-1.2522992	-1.7805667	1.1554122	1.1554122	1.0257243	1.0257243	-1.1411823	-1.2906892	-1.0245068	2.3898480	2.4483940	1.3264207	2.5357914	-2.6936743	2.1118605	-2.5589826	-1.4678684	-1.7729703
LOC_Os04g56170	Os.52576.1.S1_at	SBP	Salinity;Drought	--	--	1.0814835	-2.6807725	1.0002378	1.0002378	1.0042837	1.0042837	-1.0047060	1.1217903	-1.0065470	-1.2759498	-1.4726584	-2.8318346	-1.0718390	-23.0736960	-9.5198390	1.0169775	1.0085744	-1.9952775
LOC_Os12g21880	OsAffx.19767.1.S1_x_at	MADS	--	--	--	-1.0062089	1.1459170	-1.0443982	-1.0443982	1.1061155	1.1061155	1.0244074	-1.0616493	-1.0115689	1.0187869	1.2342138	1.2809231	1.0062050	1.0037072	-1.0951163	-1.0102308	-1.0157695	-1.0799856
LOC_Os07g24350	OsAffx.16394.1.S1_at	HB	--	--	--	-1.0364698	1.5104670	1.0055758	1.0055758	1.0049201	1.0049201	-1.0066172	-1.6907700	-1.0188342	1.0315253	-1.0125741	-1.0162562	-1.1176553	-1.0434436	1.0772668	1.0270932	1.0169829	-1.0050927
LOC_Os04g34430	Os.22598.1.S1_at	FAR1	--	--	--	-1.1863862	-1.3739454	1.2948931	1.2948931	1.1177909	1.1177909	1.0073640	1.1741697	1.0334737	1.5229657	1.0342484	1.3049331	1.4659487	-1.5736299	1.2850384	-1.5894152	-1.0245209	1.4027325
LOC_Os01g01290	Os.48026.1.A1_at	CCAAT	--	--	--	-1.0148182	1.0579103	1.0041754	1.0041754	-1.0072572	-1.0072572	-1.0084088	-1.0819647	-1.0070208	1.0187260	-1.3077009	1.1756917	-1.0654970	-1.0494735	1.4252106	1.0334713	1.0116040	1.0029708
LOC_Os05g07270	OsAffx.14579.1.S1_at	LOB	--	--	--	-1.0178789	-1.2341319	1.1979717	1.1979717	1.3015711	1.3015711	-1.4849024	-1.0415038	-1.0071439	1.0051664	-1.0072722	-1.0031745	-1.0020028	1.0030739	-1.0121255	-1.0593002	1.0175792	-1.0153369
LOC_Os01g16810	Os.55088.1.S1_at	MYB	Salinity	--	--	7.0329530	1.0823315	1.1173520	1.1173520	1.8732948	1.8732948	1.0958269	1.5712103	-1.2238215	-1.9911015	1.2337563	-1.0865930	-1.2641183	-1.0277596	-1.1051880	1.2520624	-1.6741532	1.0655688
LOC_Os12g40070	OsAffx.32111.1.S1_at	ABI3VP1	--	FT914014;FT920492;FT920490;FT930934;FT922973;FT922921;FT911726;FT903072;AB157480;AB157479;AB155214;AG211393;AG211264;AG209056;AG208436;AG207983;AG205411;AG023792;AG022944;AG021863;AG021388;ER893245;CU323143;CU316242;CU316124;CU326056;CU325839;CU318066;CU321772;CU317899;CU317866;CU321068;CU314097;CU320481;CU313843;CU313571;CU320115;CU319838	--	-1.0093491	1.0006154	1.0043751	1.0043751	-1.0073484	-1.0073484	-1.0035424	-1.1725410	-1.0117838	1.0232244	-1.0111855	-1.0106110	-1.0259745	1.0009081	-1.0433803	1.0014095	1.0111575	1.0074478
LOC_Os11g31340	OsAffx.19101.1.S1_at	NAC	--	--	--	-1.0118731	-1.1598000	1.0532625	1.0532625	1.0090597	1.0090597	1.0144879	-1.3578736	1.0658877	-1.0227726	-1.0254401	-1.0072760	-1.1089149	-1.2508816	-1.1983328	-1.0053525	1.0047233	1.0065969
LOC_Os05g46020	Os.8961.1.S1_s_at	WRKY	Salinity;Drought	--	--	5.5626700	-3.6322007	-1.9060975	-1.9060975	-1.1010474	-1.1010474	1.4140714	2.7636156	-1.0184357	-4.1285700	-3.9495363	-4.9461184	4.4733057	3.6138084	2.3463047	1.2888706	-1.2902739	1.5083013
LOC_Os01g55750	Os.27829.1.S1_at	TCP	Salinity;Drought	--	--	-1.9537152	-6.5283837	1.1564786	1.1564786	1.0322118	1.0322118	1.0172246	2.8054876	1.1652466	2.8246007	-4.1560597	-3.4111292	-2.5276136	-6.7405150	-2.9056454	-1.6962183	-1.3761717	-3.3345115
LOC_Os01g62310	Os.16013.1.S1_at	HB	--	--	--	-1.0293777	1.1048980	1.0047060	1.0047060	1.0322852	1.0322852	-1.0194220	-1.2167168	-1.0051349	1.0074388	-1.0091537	-1.0003772	-1.0554916	-1.0102124	-1.0047212	1.0063385	-1.0091087	-1.0034542
LOC_Os04g54474	Os.27178.1.S1_s_at	bZIP	Drought	FT881401;FT898322;FT925953;FT893294;FT877044;FT876236;FT883394;FT883250;FT895272;FT895249;FT895248;FT878701;FT895052;FT894945;FT899136;FT885749;FT873166;FT873145;FT873134;FT898361;FT898327;FT889713;AB157632;AG213462;AG020844;CU324757	--	-1.0431356	1.1715010	-1.0093368	-1.0093368	1.0686758	1.0686758	-1.1230927	1.2336749	-1.0080944	3.9428394	1.1721812	1.1610038	1.6572940	2.0053892	1.5819625	-2.1734557	-1.1770774	1.0237744
LOC_Os01g45090	Os.45888.1.S1_at	MYB	Drought	--	--	-1.0170500	1.0903513	1.0079194	1.0079194	1.0041128	1.0041128	-1.0028639	-1.1295359	1.0078106	1.0015073	-1.0001554	1.0417022	-1.0224591	1.0503858	-1.0358672	1.0079024	1.0011152	2.3932880
LOC_Os03g60430	OsAffx.13602.1.S1_at	AP2-EREBP	Drought	--	--	-1.6200490	1.2502058	-1.4509289	-1.4509289	-1.0371873	-1.0371873	1.1711280	1.0983355	1.1434097	1.3017006	-1.0019795	-1.1446370	1.5865682	-1.1883076	-1.5140731	-3.9340870	-1.3693622	-1.2060906
LOC_Os07g09320	Os.18245.1.S1_at	FHA	Salinity;Drought	--	--	-1.0458990	-1.0212235	-1.4080501	-1.4080501	-1.2363901	-1.2363901	-1.4175891	-2.2077892	1.3771514	1.4772601	1.9941014	1.6536937	3.8344805	1.2392099	1.4904279	1.2101184	1.4481262	1.5906515
LOC_Os05g42130	Os.53020.1.S1_at	GRAS	Drought	--	--	-1.0151987	-1.5682604	1.9343739	1.9343739	-1.1020125	-1.1020125	-1.0395502	-1.8000470	1.8170395	-1.1256349	-1.2943642	-1.3222743	-1.0644794	-6.2964280	-21.3125670	-1.6843847	-2.2872780	-1.1013755
LOC_Os03g19480	Os.21566.1.S1_at	SET	Drought	--	--	1.2002534	1.1410254	-1.2037490	-1.2037490	-1.2215040	-1.2215040	-1.1082292	1.3109642	1.0963598	-1.0373853	1.5384055	-1.1394887	2.0257350	1.5711405	1.0004386	1.2284843	1.4615834	1.8541961
LOC_Os03g07450	OsAffx.12765.1.S1_x_at	HB	Salinity;Drought	--	--	-1.1080505	1.3260752	1.6306677	1.6306677	1.1804452	1.1804452	-1.0417411	-4.3417830	-1.0667733	2.7437396	-1.0890069	-1.0846269	-1.3537322	-9.3918790	-2.8893570	-3.1956286	-2.5581818	-3.5447693
LOC_Os02g29340	Os.25221.1.S1_at	HSF	Salinity;Drought	--	--	-1.0374401	-2.1759908	1.1030746	1.1030746	1.0802886	1.0802886	-1.0004901	3.0158458	1.2192651	1.1940272	1.0523081	-1.1426641	-1.5918261	-1.3726107	-1.0614169	-1.4080938	-1.0618266	2.2398236
LOC_Os01g42470	OsAffx.9139.1.S1_at	GNAT	Salinity	--	--	-1.3673539	-1.6045903	1.0271698	1.0271698	-1.0696311	-1.0696311	-1.0197607	2.6069448	-1.1821296	1.2987790	-1.3690139	-1.2616285	-1.4158530	1.2904488	-1.0848004	-1.1341043	-1.1339310	-1.4399053
LOC_Os10g33760	Os.39129.1.S1_at	NAC	Drought	--	--	1.2622316	1.3858497	-1.0243608	-1.0243608	-1.4414264	-1.4414264	1.0381049	1.6481915	1.0272130	2.9200215	-1.5840230	-1.7758914	2.7632050	1.0683414	-1.2063560	-4.9440560	-18.9766920	-1.0143429
LOC_Os02g38130	Os.50585.1.S1_at	NAC	Salinity;Drought	--	--	1.3098304	-2.6014051	1.4925374	1.4925374	1.1264350	1.1264350	1.6168668	1.0980972	-1.1239411	-1.5300004	1.0920976	1.0180743	-1.1599026	-1.0123770	1.3835568	-1.4259961	-1.4389240	4.9775710
LOC_Os06g49040	Os.5279.1.S1_at	G2-like	Salinity;Drought	CU318610;CU323923	--	-1.1018463	-1.2364211	-1.1251156	-1.1251156	1.0202961	1.0202961	-1.3022879	2.7329202	-1.1084744	2.7679827	1.2228256	1.6787732	-1.8129870	1.1623083	-1.7429833	-1.9209199	-3.8930137	-3.7940836
LOC_Os06g40710	Os.7719.1.S1_at	G2-like	--	FT913672;FT913617;FT913557;FT927557;AG210993;AG210989	--	1.0166141	-1.6896877	-1.0256584	-1.0256584	-1.0101278	-1.0101278	-1.0541251	-1.0847746	1.0579854	-1.0126457	1.1477280	-1.0736401	1.1430291	1.6315209	1.1975182	1.2345031	1.0436910	-1.3853726
LOC_Os01g63680	OsAffx.23905.1.S1_at	MYB	--	--	--	-1.0132748	1.0333819	-1.0003090	-1.0003090	-1.0417268	-1.0417268	-1.0130739	-1.0751739	-1.0087774	1.0109715	-1.0044129	-1.0059808	-1.0316164	1.0029181	-1.0236267	1.0140593	1.0085603	1.0016930
LOC_Os07g04560	OsAffx.16082.1.S1_at	NAC	Salinity;Drought	--	--	4.2377590	1.0435824	-1.2510347	-1.2510347	1.4910536	1.4910536	1.0058401	3.2690928	1.0064069	-1.5632625	-1.3618885	-1.1045463	-1.0228702	2.4276650	-1.0068767	6.9669323	4.1490784	1.0066689
LOC_Os05g36970	OsAffx.14987.1.S1_at	OFP	--	--	--	-1.0187515	1.0604670	1.0012149	1.0012149	-1.0024197	-1.0024197	-1.0049270	-1.1770191	-1.0103188	1.0195763	-1.0803187	-1.0527921	-1.0445684	-1.0511860	-1.0539029	1.0157478	1.0102041	1.0029920
LOC_Os08g37970	OsAffx.29578.1.S1_at	MYB	--	--	--	1.0227736	1.0121851	1.0742201	1.0742201	1.0398698	1.0398698	-1.1098131	-1.0150707	1.1256921	1.0123587	1.0027020	1.0170897	-1.0007774	1.0013751	-1.8061360	-1.9964768	-1.7856989	-1.1158214
LOC_Os03g55220	Os.51847.2.S1_at	bHLH	Drought	FT901642	--	-1.0354464	-1.6850800	1.4257561	1.4257561	-1.1297654	-1.1297654	-1.2339319	1.7027837	1.4046199	2.0575242	-1.0945612	-1.0777911	-1.0164999	-1.0038681	1.0826743	-9.7905410	-20.5121200	-2.3768978
LOC_Os01g07880	OsAffx.1957.1.S1_at	bZIP	Salinity;Drought	--	--	-1.0084110	-1.3714614	-1.0706346	-1.0706346	1.0070311	1.0070311	-1.2815602	2.4635220	-1.2645001	-1.7174580	2.2922888	5.4773955	2.3566947	1.1178241	-1.8374237	2.4909976	1.9045890	-1.4414124
LOC_Os11g07700	OsAffx.18730.1.S1_at	NAC	--	--	--	-1.0190365	1.0888407	-1.0012724	-1.0012724	-1.0073808	-1.0073808	-1.0118335	-1.0516632	-1.0004234	1.0106773	-1.0068595	1.0223615	1.0384725	1.0627147	-1.0133476	1.0555847	1.0299225	-1.0047977
LOC_Os11g32280	OsAffx.31263.1.S1_at	GNAT	--	FT901148	--	-1.0036640	1.0333513	-1.1145853	-1.1145853	1.0060749	1.0060749	-1.3681114	-1.0981135	-1.1648726	1.0596087	-1.0298104	-1.0685868	-1.0931331	-1.0405407	-1.0679395	-1.0142004	1.0163056	1.0140132
LOC_Os02g08544	Os.1983.1.S1_at	HB	Drought	--	--	1.0495064	-1.0796183	-1.0128647	-1.0128647	1.0123649	1.0123649	1.0551018	-1.4059997	1.1226676	1.2005396	-1.2110025	-1.3103175	-1.1690068	-2.4960318	-1.0752587	-1.3817989	-1.4917321	1.2881769
LOC_Os01g64560	Os.14287.1.S1_at	bHLH	Salinity;Drought	--	--	1.2089174	1.5833305	1.2078635	1.2078635	1.3950363	1.3950363	1.3843503	11.9909410	1.4415952	1.1769848	1.2399404	1.0904830	-1.0068065	-1.7411767	2.8988790	1.6026777	2.7225919	2.3077214
LOC_Os06g49130	OsAffx.28181.1.S1_at	TAZ	Drought	FT906984;FT925779;FT922238;FT912965;FT930737;FT930636;FT930539;AB157074;AG210418;AG210329;AG210088;AG207741;AG206254;AG205582;AG023147;AG023122;AG022476;AG022282;AG020735;CU314053;CU324231;CU320066;CU319865	--	-1.1220650	-1.1218157	-1.1333106	-1.1333106	1.0285859	1.0285859	1.2536612	1.5825425	1.6946427	1.1834214	2.0460021	1.3074559	2.2406523	4.5848850	3.2535746	-1.1144166	-1.0661511	1.0956538
LOC_Os06g44410	OsAffx.28099.1.S1_at	Orphans	Salinity;Drought	FT926270;FT913468;FT898797;AG211744;AG210911;AG021418	--	-2.4259002	-1.2771176	1.1930821	1.1930821	1.2097584	1.2097584	1.0462091	-1.2468815	-1.0842123	2.0549880	1.0150523	-1.0497147	-1.0916377	-1.0612592	-1.1295534	-3.2844030	-3.1778436	-1.0020571
LOC_Os09g28310	Os.15711.1.S1_at	bZIP	Salinity;Drought	AB156478;AB156477	--	2.7902653	1.4502548	1.7087445	1.7087445	1.4900992	1.4900992	1.5582979	2.1048822	1.8728069	-3.4424784	2.5705714	2.5772681	2.7167470	1.0626966	1.4389205	2.4084747	4.5875106	2.7094455
LOC_Os12g40590	Os.55414.1.S1_at	bHLH	--	--	--	-1.0171047	-1.3005773	1.0014689	1.0014689	-1.0062068	-1.0062068	-1.0058794	-1.2010847	-1.0056456	1.0168405	-1.0065435	-1.0049272	-1.0853151	1.0050533	-1.0468874	1.0295411	1.0186688	1.0005167
LOC_Os01g13520	Os.22269.1.S1_at	ARF	Salinity;Drought	FT882151	--	-1.4583733	-1.3062340	1.3093579	1.3093579	1.2155911	1.2155911	1.2277670	-2.0499196	1.5078547	1.4100943	-1.1636786	-1.0961232	1.2094074	-1.4451671	-1.7987890	-3.3208854	-2.9083910	1.3186867
LOC_Os10g34884	Os.24970.1.A1_at	FAR1	Salinity;Drought	--	FT923165;FT923163	2.0503151	1.6333984	-1.2694267	-1.2694267	1.4727238	1.4727238	1.0798028	-1.1952060	-1.1648911	-2.1164750	-1.1387905	1.1581926	1.2283727	4.1415653	-1.6851730	1.9332978	1.9903910	1.0884876
LOC_Os03g21970	Os.53575.1.S1_s_at	bHLH	Salinity;Drought	--	--	-1.5337542	-1.4920455	2.1335158	2.1335158	1.4073976	1.4073976	1.8207450	1.0187064	1.4787954	2.2369547	-1.0011773	1.0167929	-1.0004130	-1.0002103	1.4012125	-24.4359990	-55.7641370	-1.0385333
LOC_Os06g14700	OsAffx.27639.1.S1_at	MYB	--	--	FT894050	-1.0123202	1.0879815	-1.0002456	-1.0002456	-1.0024433	-1.0024433	-1.0030755	-1.0382442	-1.0041296	1.0101445	-1.0023011	-1.0032965	-1.0111161	-1.0009921	-1.0068280	1.0084528	1.0064231	1.0005120
LOC_Os08g37920	Os.8726.2.S1_at	C2H2	Salinity;Drought	--	--	2.1212606	1.5898551	1.0180040	1.0180040	1.2360111	1.2360111	1.2903944	3.1396523	1.4184780	-3.4295645	1.2950761	1.0284513	1.6480478	1.9889668	2.0717309	1.2701999	1.9375150	4.1468130
LOC_Os01g65730	OsAffx.21821.1.S1_at	SET	Salinity;Drought	--	--	-1.4490623	2.1568174	1.1035031	1.1035031	1.1305375	1.1305375	1.0329596	1.3883940	1.1239079	1.7972600	1.3169675	1.1254213	2.2280982	-2.4978056	3.0905526	1.3965951	1.6253021	3.8093610
LOC_Os06g39960	Os.16025.1.S1_s_at	bZIP	Drought	FT875723;FT894423;FT894419;AG209935	--	1.3987807	1.0018008	-1.0096279	-1.0096279	-1.0031128	-1.0031128	-1.0037904	-1.0443741	-1.0446087	-7.0816064	-2.7869864	1.9659792	-1.0670934	-35.5642470	-1.9513513	1.0048536	1.0060982	-1.0273087
LOC_Os03g10210	Os.9086.1.S1_at	HB	Salinity;Drought	--	--	7.9663740	1.4604021	-1.9325339	-1.9325339	1.2897892	1.2897892	1.0286629	10.5700040	-1.0592897	-12.9688450	-1.0357771	1.2681477	1.5742234	7.7373624	1.0573248	-1.1831822	-1.6843679	39.5613250
LOC_Os01g15300	Os.49825.1.S1_at	C3H	--	FT910889;FT874055;AG208295;CU322403;CU318738;CU315190	--	1.3241025	-1.0641570	1.1670595	1.1670595	1.2570046	1.2570046	1.1996163	-1.2469995	1.0496871	-1.2335552	-1.0239263	1.4080671	1.1650063	1.0984620	1.2866399	-1.3016391	-1.0167862	1.1197784
